source_stem,label_file,line_number,x_center,y_center,width,height,left,top,right,bottom,overflow_directions,left_overflow,top_overflow,right_overflow,bottom_overflow,max_overflow,overflow_bin,has_other_valid_crack_box,other_valid_crack_box_count,source_fully_excluded,micro_rounding_scale,build_errors,visual_groups
t876_122_014012860,t876_122_014012860.txt,1,0.644143,0.045903,0.691647,0.091807,0.2983195,-0.0000005,0.9899665,0.0918065,top,0,0.0000005,0,0,0.0000005,不超过1e-6,False,0,True,True,BBOX_OUT_OF_BOUNDS,
t876_936_014138373,t876_936_014138373.txt,2,0.155737,0.463976,0.311475,0.088745,-0.0000005,0.4196035,0.3114745,0.5083485,left,0.0000005,0,0,0,0.0000005,不超过1e-6,True,1,False,True,BBOX_OUT_OF_BOUNDS,
t877_003_014145698,t877_003_014145698.txt,1,0.763159,0.885065,0.473682,0.229871,0.526318,0.7701295,1.000000,1.0000005,bottom,0,0,0,0.0000005,0.0000005,不超过1e-6,False,0,True,True,BBOX_OUT_OF_BOUNDS,
t877_014_014146852,t877_014_014146852.txt,1,0.095504,0.608895,0.191009,0.111221,-0.0000005,0.5532845,0.1910085,0.6645055,left,0.0000005,0,0,0,0.0000005,不超过1e-6,True,5,False,True,BBOX_OUT_OF_BOUNDS,
t877_372_014225263,t877_372_014225263.txt,1,0.320667,0.041594,0.237994,0.083189,0.201670,-0.0000005,0.439664,0.0831885,top,0,0.0000005,0,0,0.0000005,不超过1e-6,False,0,True,True,BBOX_OUT_OF_BOUNDS,
t877_454_014233879,t877_454_014233879.txt,1,0.517614,0.700738,0.655153,0.598525,0.1900375,0.4014755,0.8451905,1.0000005,bottom,0,0,0,0.0000005,0.0000005,不超过1e-6,False,0,True,True,BBOX_OUT_OF_BOUNDS,random20_micro
t877_807_014310985,t877_807_014310985.txt,1,0.639783,0.348326,0.720435,0.289088,0.2795655,0.203782,1.0000005,0.492870,right,0,0,0.0000005,0,0.0000005,不超过1e-6,False,0,True,True,BBOX_OUT_OF_BOUNDS,
t877_807_014310985,t877_807_014310985.txt,2,0.739972,0.039564,0.170955,0.079129,0.6544945,-0.0000005,0.8254495,0.0791285,top,0,0.0000005,0,0,0.0000005,不超过1e-6,False,0,True,True,BBOX_OUT_OF_BOUNDS,
t877_916_014322388,t877_916_014322388.txt,1,0.764927,0.164386,0.470147,0.150548,0.5298535,0.089112,1.0000005,0.239660,right,0,0,0.0000005,0,0.0000005,不超过1e-6,False,0,True,True,BBOX_OUT_OF_BOUNDS,
t877_942_014325085,t877_942_014325085.txt,4,0.515442,0.164674,0.269572,0.329349,0.380656,-0.0000005,0.650228,0.3293485,top,0,0.0000005,0,0,0.0000005,不超过1e-6,True,3,False,True,BBOX_OUT_OF_BOUNDS,
t879_003_014331429,t879_003_014331429.txt,1,0.559049,0.861335,0.881903,0.174895,0.1180975,0.7738875,1.0000005,0.9487825,right,0,0,0.0000005,0,0.0000005,不超过1e-6,False,0,True,True,BBOX_OUT_OF_BOUNDS,
t879_004_014331534,t879_004_014331534.txt,2,0.918970,0.339092,0.162061,0.127076,0.8379395,0.275554,1.0000005,0.402630,right,0,0,0.0000005,0,0.0000005,不超过1e-6,True,2,False,True,BBOX_OUT_OF_BOUNDS,
t883_008_015432397,t883_008_015432397.txt,2,0.796765,0.084533,0.290977,0.169067,0.6512765,-0.0000005,0.9422535,0.1690665,top,0,0.0000005,0,0,0.0000005,不超过1e-6,True,1,False,True,BBOX_OUT_OF_BOUNDS,
t883_253_015458327,t883_253_015458327.txt,1,0.260874,0.275920,0.521749,0.217815,-0.0000005,0.1670125,0.5217485,0.3848275,left,0.0000005,0,0,0,0.0000005,不超过1e-6,True,1,False,True,BBOX_OUT_OF_BOUNDS,
t885_086_011314252,t885_086_011314252.txt,1,0.574198,0.025845,0.102264,0.051691,0.523066,-0.0000005,0.625330,0.0516905,top,0,0.0000005,0,0,0.0000005,不超过1e-6,False,0,True,True,BBOX_OUT_OF_BOUNDS,
t885_201_011326593,t885_201_011326593.txt,1,0.991432,0.736027,0.017137,0.106190,0.9828635,0.682932,1.0000005,0.789122,right,0,0,0.0000005,0,0.0000005,不超过1e-6,False,0,True,True,BBOX_OUT_OF_BOUNDS,
